Incident No.,Incident Type,Incident Date,Discovery Date,Country Role,Region,Country,City/Region,Location Type,Origin if known,Transit if known,Destination if known,Report grading,Verif means,Ultimate source type,Ult. Verif. Source,Ult. Source Reliability,Orig. Source Type,Medium,Original Source,Day,Month,Year,Day (+/-),Month (+/-),# Cheetahs,Units,Incident Description,Confiscated,Surrendered,Alive,Died,LTF/ UNK Fate,Action Taken,Outcome,Detecting agency,POI Assigned ID,Other info / URL
PT-2011-026,Possession/trade,22/07/2011,22/07/2011,O/T,East Africa,Somaliland,Hargeisa,Rural area,,,,D,Unable to see the cubs,E,Seller,F,A,Direct,SLD field team,22,7,2011,,,5,Live,very young cubs being held by a man who wants to sell them. Informant tried to see them but was denied.,0,0,0,0,5,"18 days later trafficker asked informant to help because cubs were very sick, but informant refused to go alone.",No further communication.,Does not apply,Unknown,
PT-2011-027,Possession/trade,26/07/2011,16/07/2016,D,Middle East,UAE,,Online,,,,D,Unable to verify. Prolific seller.,E,Original source,F,C,eCommerce,"swalif.com, uaesm.maktoob.com",26,7,2011,,,3,Live,(Code 342-001): Age: 3M; Sex: 3U; Price: 45000 AED,0,0,0,0,3,,,Does not apply,POI/WB-342,
PT-2011-028,Possession/trade,30/07/2011,24/01/2017,T/D,Middle East,Saudi Arabia,Taif,Online,,,,E,Unable to verify,E,Original source,F,C,eCommerce,"mekshat.com, swalif.com",30,7,2011,,,2,Live,"(Code 145-001): (At least 2 cubs): Age: <3M; Sex: M,F; Price: UNK",0,0,0,0,2,,,Does not apply,POI/WB-145,
PT-2011-029,Seizure,02/08/2011,02/08/2011,O,Southern Africa,Zambia,,Unknown,,,,A,Seizure,A,Original source,B,B,Email,Public Prosecutor ZM (in litt. 2011),2,8,2011,,,1,Skin,Advising that he is prosecuting a poacher found with a leopard and a cheetah skin.,1,0,0,1,0,Poacher pled not guilty and matter is going to trial.,Unknown outcome,Unknown,Unknown,
PT-2011-030,Seizure,04/08/2011,23/10/2015,O,East Africa,Kenya,Lamu,Rural area,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,4,8,2011,,,2,Skin,"Transported on land as luggage, confiscated by KWS",2,0,0,2,0,,2 arrested 2 prosecuted for Illegal  possession and dealing.   ,Kenya Wildlife Service (KWS),Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-031,Possession/trade,07/08/2011,07/08/2011,O/T,East Africa,Somaliland,Hargeisa,Unknown,,,,A,Direct/Photos,C,Original source,A,A,Email,SLD field team,7,8,2011,,,1,Live,Small cub being sold for $80 (poor health - sent photos). Also reports of six people selling cubs. ,0,0,0,0,1,,Poacher refused to hand over the cub field team for care.,Does not apply,Unknown,
PT-2011-032,Possession/trade,08/08/2011,08/08/2011,O/T,East Africa,Somaliland,Hargeisa,Unknown,,,,A,Direct/Photos,C,Original source,A,A,Email,SLD field team,8,8,2011,,,3,Live,"Small cubs in poor health, in addition to two leopard cubs. Being sold for $200 each. Held by 2 brokers who said they have been working for 5 years now.  Smugglers also offered a leopard.",0,0,0,0,3,"Informant wrote: ""they said if i agree to buy this one there are another 2 baby cheetah in the countryside they will bring it to me."" Contacted INTERPOL.",INTERPOL unable to act as Somaliland is not a Party.,Does not apply,"POI-27, POI-28, POI-29, POI-30, POI-31",
PT-2011-033,Possession/trade,22/08/2011,01/01/2013,D,Middle East,Kuwait,Bayan,Online,,,,D,Video,E,Original source,B,C,Social Media,youtube.com,22,8,2011,,,1,Live,(Code 158-001): Age: Cub; Sex: 1U; Price: 2550 KWD,0,0,0,0,1,,,Does not apply,POI/WB-158,
PT-2011-034,Seizure,22/08/2011,02/03/2019,T/D,Middle East,Saudi Arabia,,Unknown,,,,B,Zoo or rescue center report,B,Original source,A,C,Database,Int'l Cheetah Studbook (2018),22,8,2011,,,1,Live,~3-mo male cub reported as rescued,1,0,1,0,0,,Studbook # on file.,Unknown,Unknown,https://cheetah.org/resource-library/2018-international-studbook/
PT-2011-035,Possession/trade,28/08/2011,14/04/2014,T/D,Middle East,Saudi Arabia,,Online,,,,D,Video,E,Original source,B,C,Social Media,youtube.com,28,8,2011,,,1,Live,(Code 361-005): Age: 7M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-361,
PT-2011-036,Seizure,31/08/2011,22/12/2011,O/T,East Africa,Somaliland,Lughaya area,Coastal area,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,31,7,2011,,-2,4,Live,Report that in about July/August 2011 the Somaliland Army confiscated in the western coastal area (probably Lughaya area) 4 cheetah (or leopard cubs) and two Soemering’s gazelles. ,4,0,0,4,0,,The cats were transferred to Hargeisa and died there.,Army,Unknown,
PT-2011-037,Seizure,20/09/2011,23/10/2015,O,East Africa,Kenya,Mombasa,Rural area,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,20,9,2011,,,2,Skin,"Transported on land as luggage, confiscated by KWS",2,0,0,2,0,,1 arrested 1 prosecuted for Illegal  possession and dealing.   ,Kenya Wildlife Service (KWS),Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-038,Possession/trade,20/09/2011,16/07/2016,D,Middle East,UAE,,Online,,,,D,Image search,E,Original source,F,C,eCommerce,"swalif.com, uaesm.maktoob.com",20,9,2011,,,3,Live,(Code 356-001): Age: 2M; Sex: 3U; Price: 45000 AED,0,0,0,0,3,,,Does not apply,POI/WB-356,
PT-2011-039,Seizure,25/09/2011,23/10/2015,O,East Africa,Kenya,Taita Taveta,Local market,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,25,9,2011,,,~,Bushmeat,"5 kgs Bushmeat at local market, Transported on land as luggage,  confiscated by KWS",1,0,0,~,0,,2 arrested 2 prosecuted for Illegal  possession and dealing.   ,Kenya Wildlife Service (KWS),Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-040,Seizure,25/09/2011,23/10/2015,O,East Africa,Kenya,Taita Taveta,Rural area,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,25,9,2011,,,1,Skin,"Transported on land as luggage, confiscated by KWS",1,0,0,1,0,,2 arrested 2 prosecuted for Illegal  possession and dealing.   ,Kenya Wildlife Service (KWS),Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-041,Seizure,30/09/2011,22/12/2011,O/T,East Africa,Somaliland,Lughaya area,Coastal area,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,1,8,2011,,-1,7,Live,Report that in early September the Somaliland Army has confiscated 7 leopard or cheetah cubs in the western coastal area and transferred them to Hargeisa.,7,0,0,7,0,,All cubs were reported dead,Army,Unknown,
PT-2011-042,Possession/trade,08/10/2011,08/10/2011,O/T,Southern Africa,South Africa,Johannesburg,Airplane,,,UAE (Dubai),D,Unable to verify legality,C,Original source,F,D,Email,Belgian pilot (19) (in litt. 2011),8,10,2011,,,1,Live,Transported one cheetah bound for Dubai. Inquiring about legality.,0,0,0,0,1,Explained CITES' regulations for captive-born and sent list of CITES appendix I species.,CITES Trade DB for that year includes 14 live cheetahs exp from ZA to AE. Could be legal.,Does not apply,Unknown,
PT-2011-043,Seizure,09/10/2011,23/10/2015,D,Europe,Spain,,Auction house,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,9,10,2011,,,1,Skin,confiscated by SEPRONA Civil Guard from an auction house.,1,0,0,1,0,,,SEPRONA,Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-044,Seizure,19/10/2011,23/10/2015,D,Europe,Spain,,Auction house,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,19,10,2011,,,1,Skin,confiscated by SEPRONA Civil Guard from an auction house.,1,0,0,1,0,,,SEPRONA,Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-045,Seizure,20/10/2011,23/10/2015,O,East Africa,Kenya,Kitui,Rural area,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,20,10,2011,,,1,Skin,"Transported on land as luggage, confiscated by KWS",1,0,0,1,0,,Prosecuted - No arrest  ,Kenya Wildlife Service (KWS),Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-046,Seizure,30/10/2011,23/10/2015,O,East Africa,Kenya,Mombasa,Rural area,,,,A,Seizure,A,Original source,A,B,Web site/Direct,CITES MA,30,10,2011,,,1,Skin,"Transported on land as luggage, confiscated by KWS",1,0,0,1,0,,1 arrested 1 prosecuted for Illegal  possession and dealing.   ,Kenya Wildlife Service (KWS),Unknown,https://cites.org/sites/default/files/eng/com/sc/66/E-SC66-32-05_Annex.pdf
PT-2011-047,Possession/trade,01/11/2011,01/11/2011,O/T,East Africa,Somaliland,Zeila or Zaila,Port city,,,Yemen,A,Direct/Photos,C,Original source,A,A,Email,SLD field team,1,11,2011,,,5,Live,"Small cubs (different ages); two apparently sold for $300, three sighted. Business is good according to smugglers. Yemen seems to be the destination.",0,0,0,2,3,Names and phone numbers on file,Two cubs died 12 days later. Other cubs' fate unknown.,Does not apply,"POI-27, POI-28, POI-29, POI-30, POI-31",
PT-2011-048,Possession/trade,18/11/2011,23/08/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,18,11,2011,,,1,Live,(Code 316-001): Age: Adult; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-316,
PT-2011-049,Possession/trade,23/11/2011,23/11/2011,O/T,East Africa,Somaliland,"Boroma, Boorama",Unknown,,,,E,Direct,D,Original source,A,A,Email,SLD field team,23,11,2011,,,5,Live,"Man appeared in GAA office and offered 5 cheetah cubs for sale. It was unclear whether the cheetah cubs are on the Somaliland or Ethiopian side of the border, in the Jir-Jir area about 10 km northwest of Boroma. The man did not have the cubs with him.",0,0,0,0,5,Called the police. ,The man was arrested and then released the same day by the police. No further details are known.,Does not apply,Unknown,
PT-2011-050,Possession/trade,23/11/2011,22/12/2011,O/T,East Africa,Somaliland,Harirad or Harirat Area,Rural area,,,,E,Lost track of cheetahs,A,Min Environment,B,A,Email,SLD field team,23,11,2011,,,UNK,Live,"Reg. Coord.  of the Min. Environment mentioned that he is following up a wildlife case involving cheetahs about 80 km northwest of Boroma, involving a red Toyota Surf. ",0,0,UNK,UNK,UNK,,Unknown outcome,Does not apply,Unknown,
PT-2011-051,Seizure,27/11/2011,22/12/2011,O/T,East Africa,Somaliland,Bown area,Rural area,,,,A,Seizure,C,Original source,A,A,Email,SLD field team,27,11,2011,,,2,Live,two cheetah cubs collected in the bush were confiscated. The man claimed that he can sell small cubs for about 150 USD each and if they survive and are bigger they yield about 500 USD each. One died; the other was handed it over to GAA for care. The case had been under investigation since mid of October.,2,0,0,2,0,"A SLD field team staff noticed the cheetahs and decided that they should be left there under the condition that the ‘collector’ desist from trying to sell them any longer. The ‘collector’ agreed on this, and was provided with a mobile phone in order to monitor the cubs. However, due to the conditions under which the cubs were kept, the issue became an animal welfare issue  In mid-November one of the cubs died apparently in an accident (no clear confirmation, it’s also possible that it was sold) and the second cub's condition was quickly deteriorating. The Regional Environment Co-ordinator confiscated the cheetah and handed it over to SLD field team. ",One cub died in the early second half of November. Second cub under SLD field team's care died on 2 of December.,MoERD,Unknown,
PT-2011-052,Possession/trade,30/11/2011,19/05/2016,D,So Asia,Afghanistan,Kabul,Chicken Street,,,,B,Field survey,C,Original source,A,C,Field survey,"Biodivers Conserv 21, 967–980 (2012)",30,11,2011,-30,,1,Skin,"""WCS staff saw 13 snow leopard pelts and one cheetah pelt (among other potentially illegal items) for sale on Chicken Street, Kabul, in November 2011"" on ""Wildlife trade products available to U.S. military personnel serving abroad""",0,0,0,1,0,,,Does not apply,Unknown,https://doi.org/10.1007/s10531-012-0232-3
PT-2011-053,Seizure,01/12/2011,20/01/2012,D,Southern Africa,South Africa,McCarthys Rest,Border crossing,Botswana,,,D,Unable to verify,D,Original source,A,C,Media,News24 South Africa,1,12,2011,,,1,Live,Two young lion cubs that were presumably smuggled across the Botswana border into South Africa at McCarthy’s Rest ... Second incident in a month involving wild cats. In December a cheetah was also smuggled across the border. McCarthy's Rest is a known wildlife trafficking route.,1,0,0,0,1,Reported on 20-Jan-12. Kuruman police station commander Colonel Sampie Koopman said information had been received regarding a possible transaction involving lions.,No known outcome.,Kuruman Police,Unknown,http://m.news24.com/news24/SouthAfrica/News/Lion-cubs-rescued-from-smugglers-20120120
PT-2011-054,Possession/trade,02/12/2011,22/12/2011,O/T,East Africa,Somaliland,Lughaya area,Coastal area,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,2,12,2011,,,5,Live,Reg. Coord.  of the Min. Environment mentioned that he is following up a wildlife trafficking case in the coastal area (probably wider Lughaya area) involving 5 cheetahs. ,0,0,0,0,5,,No further details are known.,Does not apply,Unknown,
PT-2011-055,Seizure,02/12/2011,22/12/2011,O/T,East Africa,Somaliland,Gerissa,Security checkpoint,,,,A,Seizure,C,Original source,A,A,Email,SLD field team,2,12,2011,,,5,Live,"Reg. Coord.  of the Min. Environment mentioned that the Somaliland army has confiscated 5 cheetahs at checkpoint. No information of any arrest, vehicles involved, details about the animals or any other details. They are clearly at least from two liters (one is bigger). The smaller ones are malnourished and sick.  ",5,0,4,1,0,"""We negotiated for weeks for a release of the cubs to us. Final negotiation took part in the ministry of environment. We have had to pay 300 USD for the release of the cubs. Additional demands from the ministry of environment followed."" Sought and obtained approval to transport cubs to Ethiopia or Djibouti for care. On the day the cubs were transferred to Ethiopia, ""organized by the then regional coordinator of the ministry of environment, it was tried to get the cubs back from us by force, using police officers.""",15-Jan-12: cubs under SLD field team care. One cub was stoned by a boy and blinded in one eye. 22-Apr-12: Transferred to rescue center in Ethiopia.,Somaliland Army,Unknown,
PT-2011-056,Possession/trade,03/12/2011,22/12/2011,O/T,East Africa,Somaliland,,Rural area,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,3,12,2011,,,UNK,Live,"Reg. Coord.  of the Min. Environment is in the police station or court in order to discuss a case of illegal wildlife trade. Believed to be cheetahs, but report was not species specific. ",0,0,UNK,UNK,UNK,,Unknown outcome,Does not apply,Unknown,
PT-2011-057,Possession/trade,06/12/2011,04/07/2020,T/D,Northern Africa,Egypt,Cairo,Online,,,,D,Image search,E,Original source,F,C,Social Media,facebook.com,12,6,2011,,,5,Live,(Code 532-001): Age:  5M; Sex:  5U; Price: Unk,0,0,0,0,5,,,Does not apply,POI/WB-532,
PT-2011-058,Possession/trade,16/12/2011,22/08/2016,D,Middle East,UAE,,Online,,,,D,Image search,E,Original source,F,C,eCommerce,uaebuy.com,16,12,2011,,,1,Live,(Code 364-001): Age: 2.5M; Sex: Unk; Price: 35000 AED,0,0,0,0,1,,,Does not apply,POI/WB-364,
PT-2011-059,Possession/trade,16/12/2011,22/08/2016,D,Middle East,UAE,,Online,,,,D,Image search,E,Original source,F,C,eCommerce,uaebuy.com,16,12,2011,,,1,Live,(Code 364-002): Age: 2.5M; Sex: Unk; Price: pet,0,0,0,0,1,,,Does not apply,POI/WB-364,
PT-2011-060,Possession/trade,20/12/2011,20/12/2011,O/T,East Africa,Somaliland,"Bulahar (Bulahaar, Bulhar)",Rural area,,,Yemen,E,Unable to verify,C,Informant,B,A,Email,SLD field team,20,12,2011,,,6,Live,A contact relayed that cubs have been transported from the Hargeisa area to Bulahar and been shipped out towards Yemen. ,0,0,0,0,6,,Unknown outcome,Does not apply,Unknown,
PT-2011-061,Seizure,21/12/2011,22/01/2012,O/D,Southern Africa,South Africa,Cape Town,Greenmarket Square,,,,A,Photo,C,Original source,B,C,Blog,NatGeo Contributor,21,12,2011,,,1,Skin,"openly being sold at Greenmarket Square. Seller claims the is not hers and she was selling it for someone else.  Cape Nature is in the early stages of investigating charges, continuing this investigation.",1,0,0,1,0,Reported to Cheetah Outreach (RSA) and to Cape Nature's Biodiversity Crime Unit. Pelt was confiscated.,2011-12-22: Confiscated by police and Cape Nature’s Biodiversity Crime Unit.,police and Cape Nature’s Biodiversity Crime Unit,Unknown,http://cheetah-watch.com/portfolio/busting-a-cheetah-skin-seller-south-africa/
PT-2011-062,Seizure,22/12/2011,13/01/2016,T,Europe,UK,London,Airport,South Africa,,,B,Seizure,A,UK Home Office,B,C,Media,BBC,22,12,2011,,,1,Live,Male cheetah Isaac confiscated at Heathrow airport en route from an African safari park to Russia. It did not have a microchip. One of four cheetahs which landed at the airport on 22 December. ,1,0,1,0,0,"Kept at Heathrow Animal Rescue Centre for three weeks before being moved on to a UK wildlife park. One male cheetah was returned to So Africa, two females allowed to continue to Russia.",Will remain in a UK facility. Not found on CITES Trade DB.,UK Border Agency,Unknown,"http://www.bbc.com/news/uk-england-london-16522929, https://www.gov.uk/government/news/cheetah-seized-at-heathrow"
PT-2011-063,Seizure,31/12/2011,28/08/2012,D,Europe,Greece,,Unknown,,UAE,,A,Seizure,A,Original source,A,B,Web site,CITES Trade DB,31,12,2011,,-12,1,Live,Live cheetah fr AE re-exp XX. Purpose: breeding,1,0,1,0,0,,Transfer found on Studbook (Unknown birth type),Unknown,Unknown,https://trade.cites.org/
PT-2011-064,Seizure,31/12/2011,28/08/2012,T,Middle East,UAE,,Unknown,,,Morocco,A,Seizure,A,Original source,A,B,Web site,CITES Trade DB,31,12,2011,,-12,4,Live,"Live cheetah fr AE to MA re-exp XX. Source ""I"", Purpose: zoo. Reported by Exporter (UAE). DB does not specify if wild or captive born.",4,0,4,0,0,,"Studbook shows transfer from UAE zoo to Morocco Zoo on 30-Sep-11, unknown birth type.",Unknown,Unknown,https://trade.cites.org/
